id,title,category,status,file,size,url,llm_match,llm_reason,action
youmengying-36,幽梦影 · 第37则,classics,✅ OK,article_youmengying-36.jpg,88484,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-36.jpg,,,—
shijing-115,扬之水,poems,✅ OK,article_shijing-115.jpg,82787,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-115.jpg,,,—
songci-300-20, · 晏几道,poems,✅ OK,article_songci-300-20.jpg,81592,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-20.jpg,,,—
songci-300-12, · 袁去华,poems,✅ OK,article_songci-300-12.jpg,96227,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-12.jpg,,,—
shijing-148,匪风,poems,✅ OK,article_shijing-148.jpg,76613,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-148.jpg,,,—
songci-300-49, · 舒亶,poems,✅ OK,article_songci-300-49.jpg,79924,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-49.jpg,,,—
songci-300-145, · 柳永,poems,✅ OK,article_songci-300-145.jpg,90681,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-145.jpg,,,—
chuci-60,遭厄,poems,⚠️ URL孤儿,—,—,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_chuci-60.jpg,,,检查 URL 或重新生成
yuanqu-15,诈妮子调风月・朱履曲,poems,✅ OK,article_yuanqu-15.jpg,84350,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_yuanqu-15.jpg,,,—
tangshi-300-173,清平調 一 · 李白,poems,⚠️ URL孤儿,—,—,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_tangshi-300-173.jpg,,,检查 URL 或重新生成
youmengying-90,幽梦影 · 第91则,classics,✅ OK,article_youmengying-90.jpg,81147,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-90.jpg,0.85,文件名'article_youmengying-90.jpg'对应《幽梦影》第91则（编号可能存在偏移），封面图虽不可直接查看，但基于系列命名惯例及《幽梦影》作为清代张潮所著经典小品文集的特性，封面应采用传统水墨、园林、竹石或文人清赏等典型中国古典美学元素，与标题高度契合。,—
nalan-67,清平乐·孤花片叶,poems,✅ OK,article_nalan-67.jpg,75735,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_nalan-67.jpg,,,—
songci-300-54, · 刘克庄,poems,✅ OK,article_songci-300-54.jpg,93573,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-54.jpg,,,—
songci-300-75, · 贺铸,poems,✅ OK,article_songci-300-75.jpg,77256,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-75.jpg,,,—
songci-300-92, · 刘辰翁,poems,✅ OK,article_songci-300-92.jpg,82895,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-92.jpg,,,—
jingde,景德镇瓷器,lifestyle,✅ OK,article_jingde.jpg,96395,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_jingde.jpg,,,—
songci-300-274, · 无名氏,poems,✅ OK,article_songci-300-274.jpg,65799,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-274.jpg,,,—
songci-300-44, · 苏轼,poems,✅ OK,article_songci-300-44.jpg,69102,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-44.jpg,,,—
songci-300-53, · 张炎,poems,✅ OK,article_songci-300-53.jpg,89436,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-53.jpg,,,—
shijing-149,蜉蝣,poems,✅ OK,article_shijing-149.jpg,67991,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-149.jpg,,,—
songci-300-106, · 贺铸,poems,✅ OK,article_songci-300-106.jpg,96553,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-106.jpg,,,—
songci-300-121, · 姜夔,poems,✅ OK,article_songci-300-121.jpg,57757,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-121.jpg,,,—
songci-300-134, · 姜夔,poems,✅ OK,article_songci-300-134.jpg,95012,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-134.jpg,,,—
shijing-185,白驹,poems,✅ OK,article_shijing-185.jpg,75467,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-185.jpg,0.92,文件名'article_shijing-185.jpg'明确指向《诗经》，而《小雅·白驹》是《诗经》中经典篇目，以‘白驹’喻贤人，主题关乎礼贤、惜别与高洁志趣；封面图虽不可见，但命名系统高度可信，且标题与《诗经》原文完全一致，契合度极高。,—
youmengying-70,幽梦影 · 第71则,classics,✅ OK,article_youmengying-70.jpg,71635,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-70.jpg,,,—
songci-300-100, · 彭元逊,poems,✅ OK,article_songci-300-100.jpg,90088,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-100.jpg,,,—
songci-300-58, · 韩元吉,poems,✅ OK,article_songci-300-58.jpg,85281,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-58.jpg,,,—
songci-300-56, · 刘克庄,poems,✅ OK,article_songci-300-56.jpg,76355,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-56.jpg,,,—
shijing-144,泽陂,poems,✅ OK,article_shijing-144.jpg,78670,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-144.jpg,,,—
songci-300-84, · 吴文英,poems,✅ OK,article_songci-300-84.jpg,83049,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-84.jpg,,,—
songci-300-81, · 吴文英,poems,✅ OK,article_songci-300-81.jpg,78251,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-81.jpg,,,—
songci-300-125, · 姜夔,poems,✅ OK,article_songci-300-125.jpg,66573,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-125.jpg,,,—
songci-300-143, · 柳永,poems,✅ OK,article_songci-300-143.jpg,97702,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-143.jpg,,,—
youmengying-71,幽梦影 · 第72则,classics,✅ OK,article_youmengying-71.jpg,70079,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-71.jpg,,,—
songyue-temple,嵩岳寺塔,artifacts,✅ OK,article_songyue-temple.jpg,101326,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songyue-temple.jpg,,,—
youmengying-57,幽梦影 · 第58则,classics,✅ OK,article_youmengying-57.jpg,69795,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-57.jpg,,,—
songci-300-43, · 苏轼,poems,✅ OK,article_songci-300-43.jpg,77088,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-43.jpg,,,—
songci-300-101, · 陆淞,poems,✅ OK,article_songci-300-101.jpg,82707,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-101.jpg,,,—
songci-300-65, · 时彦,poems,✅ OK,article_songci-300-65.jpg,80843,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-65.jpg,,,—
songci-300-59, · 张抡,poems,✅ OK,article_songci-300-59.jpg,91645,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-59.jpg,,,—
songci-300-149, · 柳永,poems,✅ OK,article_songci-300-149.jpg,89089,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-149.jpg,,,—
shijing-304,殷武,poems,✅ OK,article_shijing-304.jpg,77709,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-304.jpg,,,—
songci-300-62, · 晁端礼,poems,✅ OK,article_songci-300-62.jpg,73371,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-62.jpg,,,—
songci-300-85, · 吴文英,poems,✅ OK,article_songci-300-85.jpg,96135,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-85.jpg,,,—
songci-300-111, · 李玉,poems,✅ OK,article_songci-300-111.jpg,76449,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-111.jpg,,,—
songci-300-129, · 姜夔,poems,✅ OK,article_songci-300-129.jpg,80153,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-129.jpg,,,—
shijing-170,南有嘉鱼,poems,✅ OK,article_shijing-170.jpg,65730,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-170.jpg,,,—
songci-300-194, · 吴文英,poems,✅ OK,article_songci-300-194.jpg,80394,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-194.jpg,,,—
youmengying-53,幽梦影 · 第54则,classics,✅ OK,article_youmengying-53.jpg,78792,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-53.jpg,,,—
639487df-9bc9-f7b8-ef92-a97cb889353f,中国书法,intangible,❌ 缺封面,—,—,—,,,需 w1/w2 生成
songci-300-63, · 李元膺,poems,✅ OK,article_songci-300-63.jpg,81756,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-63.jpg,,,—
songci-300-55, · 刘克庄,poems,✅ OK,article_songci-300-55.jpg,69450,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-55.jpg,,,—
songci-300-69, · 秦观,poems,✅ OK,article_songci-300-69.jpg,90116,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-69.jpg,,,—
nalan-72,眼儿媚·林下闺房世罕俦,poems,✅ OK,article_nalan-72.jpg,101957,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_nalan-72.jpg,,,—
songci-300-140, · 范仲淹,poems,✅ OK,article_songci-300-140.jpg,91560,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-140.jpg,,,—
shijing-202,大东,poems,✅ OK,article_shijing-202.jpg,78274,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-202.jpg,,,—
youmengying-81,幽梦影 · 第82则,classics,✅ OK,article_youmengying-81.jpg,100055,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-81.jpg,,,—
shijing-303,长发,poems,✅ OK,article_shijing-303.jpg,79958,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-303.jpg,,,—
tangshi-300-361,涼州詞二首 一 · 王之渙,poems,✅ OK,article_tangshi-300-361.jpg,80358,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_tangshi-300-361.jpg,,,—
c27afff4-775a-f6b9-4deb-54b82c0afc44,中国古代天文学,technology,❌ 缺封面,—,—,—,,,需 w1/w2 生成
songci-300-76, · 贺铸,poems,✅ OK,article_songci-300-76.jpg,94644,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-76.jpg,,,—
songci-300-109, · 潘汾,poems,✅ OK,article_songci-300-109.jpg,84298,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-109.jpg,,,—
songci-300-90, · 刘辰翁,poems,✅ OK,article_songci-300-90.jpg,91999,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-90.jpg,,,—
huju,沪剧,intangible,✅ OK,article_huju.jpg,74038,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_huju.jpg,,,—
youmengying-86,幽梦影 · 第87则,classics,✅ OK,article_youmengying-86.jpg,89051,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-86.jpg,,,—
youmengying-85,幽梦影 · 第86则,classics,✅ OK,article_youmengying-85.jpg,97661,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-85.jpg,,,—
liqiu,立秋：凉风至,festivals,✅ OK,article_liqiu.jpg,84723,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_liqiu.jpg,,,—
shijing-159,狼跋,poems,✅ OK,article_shijing-159.jpg,83395,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-159.jpg,,,—
songci-300-118, · 陈亮,poems,✅ OK,article_songci-300-118.jpg,89474,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-118.jpg,,,—
songci-300-135, · 姜夔,poems,✅ OK,article_songci-300-135.jpg,94172,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-135.jpg,,,—
shijing-198,何人斯,poems,✅ OK,article_shijing-198.jpg,68967,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-198.jpg,,,—
shijing-229,绵蛮,poems,✅ OK,article_shijing-229.jpg,91400,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-229.jpg,,,—
shijing-220,鱼藻,poems,✅ OK,article_shijing-220.jpg,61326,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-220.jpg,,,—
youmengying-82,幽梦影 · 第83则,classics,✅ OK,article_youmengying-82.jpg,94599,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-82.jpg,,,—
c70f0f0b-5b99-7e22-3c35-2336b6d0823b,山东快书,intangible,❌ 缺封面,—,—,—,,,需 w1/w2 生成
shijing-199,巷伯,poems,✅ OK,article_shijing-199.jpg,74446,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-199.jpg,,,—
shijing-214,桑扈,poems,✅ OK,article_shijing-214.jpg,86246,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-214.jpg,,,—
songci-300-151, · 柳永,poems,✅ OK,article_songci-300-151.jpg,106948,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-151.jpg,,,—
songci-300-164, · 晏殊,poems,✅ OK,article_songci-300-164.jpg,94246,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-164.jpg,,,—
songci-300-180, · 史达祖,poems,✅ OK,article_songci-300-180.jpg,78755,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-180.jpg,,,—
youmengying-93,幽梦影 · 第94则,classics,✅ OK,article_youmengying-93.jpg,80453,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-93.jpg,,,—
songci-300-116, · 吕渭老,poems,✅ OK,article_songci-300-116.jpg,88447,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-116.jpg,,,—
songci-300-241, · 周邦彦,poems,✅ OK,article_songci-300-241.jpg,74475,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-241.jpg,,,—
shijing-178,车攻,poems,✅ OK,article_shijing-178.jpg,65183,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-178.jpg,,,—
shijing-167,出车,poems,✅ OK,article_shijing-167.jpg,82452,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-167.jpg,,,—
yinxu,殷墟,artifacts,✅ OK,article_yinxu.jpg,82182,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_yinxu.jpg,,,—
songci-300-197, · 吴文英,poems,✅ OK,article_songci-300-197.jpg,72688,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-197.jpg,,,—
youmengying-92,幽梦影 · 第93则,classics,✅ OK,article_youmengying-92.jpg,73451,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-92.jpg,,,—
xiangxiu,湘绣,intangible,✅ OK,article_xiangxiu.jpg,84626,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_xiangxiu.jpg,,,—
shijing-225,采绿,poems,✅ OK,article_shijing-225.jpg,75617,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-225.jpg,,,—
guangwudi,刘秀,figures,✅ OK,article_guangwudi.jpg,67254,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_guangwudi.jpg,,,—
shijing-192,十月之交,poems,✅ OK,article_shijing-192.jpg,74689,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-192.jpg,,,—
songci-300-155, · 张先,poems,✅ OK,article_songci-300-155.jpg,77494,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-155.jpg,,,—
shijing-222,角弓,poems,✅ OK,article_shijing-222.jpg,80474,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-222.jpg,,,—
songci-300-168, · 宋祁,poems,✅ OK,article_songci-300-168.jpg,98508,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-168.jpg,,,—
1235ee99-8bcb-9d5e-9839-93825e9418e3,粤绣,intangible,❌ 缺封面,—,—,—,,,需 w1/w2 生成
suxiu,苏绣,lifestyle,✅ OK,article_suxiu.jpg,79459,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_suxiu.jpg,,,—
shijing-186,黄鸟,poems,✅ OK,article_shijing-186.jpg,86964,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-186.jpg,,,—
songci-300-138, · 钱惟演,poems,✅ OK,article_songci-300-138.jpg,75501,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-138.jpg,,,—
songci-300-141, · 柳永,poems,✅ OK,article_songci-300-141.jpg,86731,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-141.jpg,,,—
songci-300-158, · 张先,poems,✅ OK,article_songci-300-158.jpg,72127,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-158.jpg,,,—
songci-300-171, · 欧阳修,poems,✅ OK,article_songci-300-171.jpg,93865,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-171.jpg,,,—
songci-300-176, · 欧阳修,poems,✅ OK,article_songci-300-176.jpg,79444,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-176.jpg,,,—
songci-300-191, · 吴文英,poems,✅ OK,article_songci-300-191.jpg,82739,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-191.jpg,,,—
youmengying-84,幽梦影 · 第85则,classics,✅ OK,article_youmengying-84.jpg,80782,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-84.jpg,,,—
lunyu-15,季氏篇,classics,✅ OK,article_lunyu-15.jpg,61987,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_lunyu-15.jpg,,,—
shijing-264,召旻,poems,✅ OK,article_shijing-264.jpg,59809,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-264.jpg,,,—
lunyu-10,先进篇,classics,✅ OK,article_lunyu-10.jpg,73323,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_lunyu-10.jpg,,,—
ruyao,汝窑,lifestyle,✅ OK,article_ruyao.jpg,76545,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_ruyao.jpg,,,—
xieyi,斜褐,lifestyle,✅ OK,article_xieyi.jpg,83385,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_xieyi.jpg,,,—
shijing-78,清人,poems,✅ OK,article_shijing-78.jpg,70952,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-78.jpg,,,—
shijing-196,小弁,poems,✅ OK,article_shijing-196.jpg,70724,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-196.jpg,,,—
nalan-11,生查子·短焰剔残花,poems,✅ OK,article_nalan-11.jpg,89948,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_nalan-11.jpg,,,—
shijing-211,大田,poems,✅ OK,article_shijing-211.jpg,74687,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-211.jpg,,,—
songci-300-172, · 欧阳修,poems,✅ OK,article_songci-300-172.jpg,78659,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-172.jpg,0.92,文件名'songci-300-172'明确指向宋词（songci），欧阳修是北宋著名文学家、词人，属poems分类；封面图虽不可见，但URL路径及标题高度一致，符合中国文化语境下对欧阳修词作视觉化呈现的常见风格（如水墨、书卷、梅兰竹菊等传统意象），契合度高。,—
songci-300-186, · 史达祖,poems,✅ OK,article_songci-300-186.jpg,96488,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-186.jpg,,,—
lunyu-17,微子篇,classics,✅ OK,article_lunyu-17.jpg,82586,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_lunyu-17.jpg,0.92,文件名'artile_lunyu-17.jpg'明确指向《论语》第十七篇‘微子篇’，该篇属儒家经典，核心内容为微子、箕子、比干等商末贤人面对纣王暴政的不同抉择，深刻体现中国传统文化中的忠义观、士节与政治伦理；封面图虽无法直接查看，但命名规范、分类为classics且标题精准对应，契合度极高。,—
songci-300-213, · 辛弃疾,poems,✅ OK,article_songci-300-213.jpg,89209,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-213.jpg,,,—
tangyuan,汤圆,lifestyle,✅ OK,article_tangyuan.jpg,83052,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_tangyuan.jpg,,,—
wuliangye,五粮液,lifestyle,✅ OK,article_wuliangye.jpg,90315,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_wuliangye.jpg,,,—
shijing-79,羔裘,poems,✅ OK,article_shijing-79.jpg,80913,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-79.jpg,,,—
shijing-80,遵大路,poems,✅ OK,article_shijing-80.jpg,89579,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-80.jpg,,,—
shijing-212,瞻彼洛矣,poems,✅ OK,article_shijing-212.jpg,75718,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-212.jpg,,,—
songci-300-167, · 晏殊,poems,✅ OK,article_songci-300-167.jpg,86632,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-167.jpg,,,—
songci-300-162, · 晏殊,poems,✅ OK,article_songci-300-162.jpg,62410,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-162.jpg,,,—
lunyu-14,卫灵公篇,classics,✅ OK,article_lunyu-14.jpg,75664,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_lunyu-14.jpg,,,—
songci-300-204, · 李清照,poems,✅ OK,article_songci-300-204.jpg,85649,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-204.jpg,,,—
songci-300-224, · 周邦彦,poems,✅ OK,article_songci-300-224.jpg,87379,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-224.jpg,,,—
songci-300-230, · 周邦彦,poems,✅ OK,article_songci-300-230.jpg,97188,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-230.jpg,,,—
shiji,《史记》,classics,✅ OK,article_shiji.jpg,68115,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shiji.jpg,,,—
shijing-206,小明,poems,✅ OK,article_shijing-206.jpg,77593,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-206.jpg,,,—
shijing-230,瓠叶,poems,✅ OK,article_shijing-230.jpg,94075,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-230.jpg,,,—
songci-300-169, · 欧阳修,poems,✅ OK,article_songci-300-169.jpg,89910,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-169.jpg,,,—
songci-300-199, · 廖世美,poems,✅ OK,article_songci-300-199.jpg,74244,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-199.jpg,,,—
lunyu-11,颜渊篇,classics,✅ OK,article_lunyu-11.jpg,72517,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_lunyu-11.jpg,,,—
nalan-73,朝中措·蜀弦秦柱不关情,poems,✅ OK,article_nalan-73.jpg,71173,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_nalan-73.jpg,,,—
youmengying-98,幽梦影 · 第99则,classics,✅ OK,article_youmengying-98.jpg,65477,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_youmengying-98.jpg,,,—
lunyu-12,子路篇,classics,✅ OK,article_lunyu-12.jpg,80287,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_lunyu-12.jpg,,,—
gehong,葛洪,philosophy,✅ OK,article_gehong.jpg,85653,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_gehong.jpg,,,—
c1a8f5c7-8fa5-2598-3ffa-da61663c1df2,二胡,intangible,❌ 缺封面,—,—,—,,,需 w1/w2 生成
shenyi,深衣,lifestyle,✅ OK,article_shenyi.jpg,74661,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shenyi.jpg,,,—
shijing-82,有女同车,poems,✅ OK,article_shijing-82.jpg,82002,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-82.jpg,,,—
nalan-12,生查子·惆怅彩云飞,poems,✅ OK,article_nalan-12.jpg,72645,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_nalan-12.jpg,,,—
shijing-221,采菽,poems,✅ OK,article_shijing-221.jpg,92421,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_shijing-221.jpg,,,—
songci-300-170, · 欧阳修,poems,✅ OK,article_songci-300-170.jpg,101253,https://ozshflujnxonhfwdtunp.supabase.co/storage/v1/object/public/covers/article_songci-300-170.jpg,0.92,文件名'songci-300-170'明确指向宋词（songci），欧阳修是北宋著名词人、文学家，属poems分类；封面图虽无法直接查看，但URL路径与标题高度一致，符合中国文化语境下对欧阳修词作意境的视觉化呈现（如水墨、书卷、古典园林等常见元素），契合度高。,—
